,id,opening_name
15179,0g91ENS0,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
15180,G2ACcy8D,French Defense: Knight Variation
15181,hvYZ5Kih,Caro-Kann Defense: Exchange Variation
15182,9wlwPGbR,Indian Game
15183,8A2lNGm2,Sicilian Defense: Richter-Rauzer Variation
15184,3vdamyvx,Four Knights Game: Italian Variation
15185,YY9WD134,Italian Game: Two Knights Defense |  Polerio Defense
15186,pWwB7D2m,Philidor Defense #3
15187,TdS6Yeyn,Scandinavian Defense: Mieses-Kotroc Variation
15188,DwBtOM8N,Italian Game: Two Knights Defense |  Fried Liver Attack
15189,figor6cB,Philidor Defense #3
15190,5701Gypj,Scandinavian Defense: Mieses-Kotroc Variation
15191,6khuM0bv,Queen's Gambit Refused: Chigorin Defense |  Exchange Variation
15192,Um7Ho1JI,Indian Game
15193,ZqTJXUnJ,Paleface Attack
15194,xiKWjYnT,Italian Game: Two Knights Defense |  Traxler Counterattack |  Knight Sacrifice Line
15195,oeFTcMMR,French Defense: Advance Variation #3
15196,7BRR7tKi,King's Indian Defense: Normal Variation |  King's Knight Variation
15197,6UqoGhbY,Center Game #2
15198,COgX2T2d,Queen's Gambit Declined: 4.Bg5 Be7
15199,GlTwbEsO,King's Pawn Game: Wayward Queen Attack
15200,N7gUHZmU,Queen's Pawn Game: Chigorin Variation
15201,pbCwWhOY,Scandinavian Defense: Mieses-Kotroc Variation
15202,0V9zOi4B,Ware Opening
15203,AzyA8Uke,Mikenas Defense
15204,2HdVc9ij,Ware Opening
15205,zpTfj13g,Ruy Lopez: Steinitz Defense
15206,QbXVKKKF,Caro-Kann Defense: Exchange Variation
15207,BM3taavP,Ruy Lopez: Steinitz Defense
15208,zmZ7kZ6a,Italian Game: Two Knights Defense |  Traxler Counterattack |  Knight Sacrifice Line
15209,gMYWLkQw,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation
15210,kP1IhuNP,Slav Defense: Modern Line
15211,BGx5VAX2,Queen's Gambit Declined
15212,mqnUNw8n,French Defense: Winawer Variation
15213,QQyYWPYE,Queen's Pawn Game: Anti-Torre
15214,6cgVnnsf,Caro-Kann Defense
15215,db9u3aNu,Bishop's Opening
15216,cjpHSTzR,Sicilian Defense: Bowdler Attack
15217,6reSQ2PG,King's Pawn Game: Wayward Queen Attack
15218,oEIBd8Uj,Benoni Defense: Classical Variation
15219,cugaoYsl,Queen's Gambit Refused: Marshall Defense
15220,9UlJEozr,Caro-Kann Defense: Advance Variation |  Bayonet Attack
15221,NnXnCCBt,Slav Defense: Three Knights Variation
15222,EDnzzPyq,English Opening: Anglo-Indian Defense |  Queen's Knight Variation
15223,h9LHfA4g,Van't Kruijs Opening
15224,xmAHncja,English Defense
15225,XhDvnoiu,Caro-Kann Defense: Advance Variation
15226,jngouA5T,Indian Game: West Indian Defense
15227,ALbhF2tM,King's Indian Defense: Zinnowitz Variation
15228,pOmlJXGQ,King's Indian Defense: Saemisch Variation
15229,uCl2kfgS,Caro-Kann Defense: Exchange Variation
15230,jkOMvKVE,Queen's Gambit Declined: 4.Bg5 Be7
15231,F4BG9EjO,King's Indian Defense: Saemisch Variation |  Closed Variation |  7...c6
15232,fpmtjVIY,King's Indian Defense: Normal Variation
15233,hP0w0kj4,Queen's Gambit Declined: Modern Variation
15234,mGOUgkCA,Caro-Kann Defense: Advance Variation
15235,tKWKm5On,King's Indian Defense: Saemisch Variation
15236,KClCSjD5,Modern Defense
15237,ggxUNveJ,Caro-Kann Defense: Panov Attack #2
15238,isEz6lCq,King's Indian Defense: Saemisch Variation |  Normal Defense
15239,iva8Cwfj,Caro-Kann Defense
15240,isRy7R3f,Caro-Kann Defense: Breyer Variation
15241,yqB3IfVr,King's Indian Defense: Normal Variation |  Rare Defenses
15242,F4b9PkVa,Pirc Defense: Classical Variation
15243,JsbyIJxA,Queen's Gambit Refused: Albin Countergambit |  Normal Line
15244,oxT1NI8V,Gruenfeld Defense: Exchange Variation
15245,ay64Kn5f,Caro-Kann Defense: Classical Variation
15246,uHaqRd9Z,Slav Defense #2
15247,LRcz7bL8,Caro-Kann Defense: Breyer Variation
15248,LsYjcJxa,Dutch Defense
15249,NoC0K3V7,Caro-Kann Defense: Advance Variation
15250,xRdhIIzx,Caro-Kann Defense
15251,vWH6XRWh,King's Indian Defense: Saemisch Variation |  Closed Variation
15252,iUbav8oZ,Modern Defense
15253,FxScpydc,Indian Game
15254,KohsXbaK,Sicilian Defense: Dragon |  Classical Attack
15255,qPGgzNom,Queen's Indian Defense: Capablanca Variation
15256,jgPpnVeV,Indian Game: Przepiorka Variation
15257,3Dcci0sm,King's Indian Defense
15258,4aS8X2rI,Polish Defense
15259,kJZx64sX,Caro-Kann Defense: Accelerated Panov Attack |  Modern Variation
15260,znrnFTda,Queen's Gambit Accepted: Old Variation
15261,1KvcPdY2,Modern Defense
15262,8ouUnrGe,Horwitz Defense
15263,IAf8NB1e,Caro-Kann Defense
15264,smTpeXpy,King's Indian Defense: Saemisch Variation |  Normal Defense
15265,Zh9J5eHD,Queen's Gambit Declined: Exchange Variation
15266,ZXV5huAr,Sicilian Defense: Closed Variation |  Traditional
15267,WPRh1lGW,Sicilian Defense: Alapin Variation
15268,7nEZj8yt,Queen's Pawn Game: Chigorin Variation
15269,yUlf7JFn,Indian Game: West Indian Defense
15270,tdyLqVHe,Sicilian Defense: McDonnell Attack
15271,9W7ulGQA,Queen's Pawn Game: Zukertort Variation
15272,yvCM1OF2,Slav Defense: Slav Gambit |  Alekhine Attack
15273,8tnDGm5v,Sicilian Defense
15274,6UdWRSDC,Sicilian Defense: McDonnell Attack
15275,asKG6ooq,Sicilian Defense: Delayed Alapin
15276,R6ewsQHD,King's Gambit
15277,yT7oLzyF,Sicilian Defense: Chekhover Variation
15278,O3OasHDr,Sicilian Defense: McDonnell Attack
15279,G65P4yPT,King's Gambit Accepted |  Schallopp Defense
15280,qrA6YdXH,Sicilian Defense: Bowdler Attack
15281,08tpZIU3,King's Gambit |  Falkbeer Countergambit Accepted
15282,SPjMzlSi,Sicilian Defense: Staunton-Cochrane Variation
15283,AuMnlsE5,King's Gambit Accepted |  MacLeod Defense
15284,2ki5CXKq,Sicilian Defense
15285,77E9A3EL,Nimzowitsch Defense
15286,nruUJ1Fp,King's Gambit Declined |  Queen's Knight Defense
15287,9DkLUGt2,Bird Opening: Dutch Variation
15288,gmHfEniu,King's Gambit
15289,5fxBHnZt,Blackmar-Diemer Gambit: Ryder Gambit
15290,7MP9vr1Z,Rat Defense: Harmonist
15291,HZtUrlrB,Sicilian Defense
15292,Zq3HBUYe,Sicilian Defense
15293,4ag8NRul,King's Gambit
15294,76bV2AII,Sicilian Defense: Modern Variations
15295,HMPvndpK,Bird Opening: Williams Gambit
15296,KkOC5RhA,Sicilian Defense: Hyperaccelerated Dragon
15297,cE27CaDy,French Defense: Advance |  Steinitz Variation
15298,zyP3hNfg,King's Gambit Accepted |  Schallopp Defense
15299,CI0HhGdV,Sicilian Defense: Bowdler Attack
15300,I14Uf8As,Ruy Lopez: Morphy Defense |  Caro Variation
15301,djk307Ib,Sicilian Defense
15302,S0Fzaszc,Sicilian Defense: Bowdler Attack
15303,7JDisqZS,Queen's Pawn Game: Chigorin Variation
15304,gPqagyAO,Polish Opening: Symmetrical Variation
15305,sl3IlOq3,Sicilian Defense: Kronberger Variation
15306,oaZxcqIg,Goldsmith Defense
15307,Ka9CoQWb,Queen's Gambit Accepted: Normal Variation
15308,64ZOso6q,Ruy Lopez: Exchange Variation |  Lutikov Variation
15309,23q1DeHt,Giuoco Piano
15310,s2zB1giZ,French Defense: Normal Variation
15311,Ml4wDXzD,Italian Game: Giuoco Pianissimo
15312,wp9sHStZ,King's Pawn Game: Pachman Wing Gambit
15313,Y26qBTx8,Center Game: Normal Variation
15314,DmeXYb2X,Nimzowitsch Defense: Scandinavian Variation |  Exchange Variation
15315,FoZIbG7C,Gunderam Defense
15316,D14Ffa1S,Bishop's Opening: Berlin Defense
15317,VhOG8MQx,Ruy Lopez: Exchange Variation
15318,fTqYnlCw,Four Knights Game: Spanish Variation
15319,efGZ6wm1,Italian Game
15320,40Q89FBH,Ponziani Opening
15321,j99HTPWR,King's Pawn Game: Damiano Defense
15322,yu6YIXtH,Scotch Game: Scotch Gambit
15323,hlLPMRRd,Ponziani Opening
15324,qQxWn7Ro,Queen's Pawn Game: Mason Attack
15325,JxbKQKuv,St. George Defense
15326,oRkcImlP,Queen's Gambit Refused: Chigorin Defense #3
15327,7dxmpzfi,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit
15328,ceqjE90V,French Defense: Steinitz Attack
15329,48lelPgD,Van't Kruijs Opening
15330,XdC6iN0V,Sicilian Defense: Closed Variation
15331,9kiQQOHm,King's Indian Defense: Normal Variation |  King's Knight Variation
15332,uIFnZuzp,Scotch Game
15333,5R4XkFpr,French Defense: King's Indian Attack
15334,T3ele42s,King's Indian Defense: Saemisch Variation |  Normal Defense
15335,7YC57ydp,Scotch Game
15336,ier14cqw,Torre Attack
15337,ln5qrFnO,Scotch Game
15338,9qDsfrFp,Scotch Game
15339,rB8i6Dzx,Pirc Defense #4
15340,DDNH7sFe,Lion Defense: Lion's Jaw
15341,N1cL9YYe,Sicilian Defense
15342,XXTea2bg,Torre Attack
15343,vb31rYEn,Sicilian Defense: Old Sicilian
15344,h10SVrwy,Sicilian Defense: Bowdler Attack
15345,LS2q6BCI,English Opening: Symmetrical Variation |  Four Knights Variation
15346,VVXBfiiv,Zukertort Opening: Ross Gambit
15347,4g4xWHhC,Indian Game: Tartakower Attack
15348,UHvTxJpS,Queen's Gambit Declined: Neo-Orthodox Variation |  Main Line
15349,v9G8nWOu,Scandinavian Defense: Mieses-Kotroc Variation
15350,VH1H3hRX,Pirc Defense #3
15351,YdLIu6Qa,Italian Game: Two Knights Defense |  Fritz Variation
15352,sltlH2Q2,Italian Game: Anti-Fried Liver Defense
15353,qfeRCFXw,Queen's Pawn Game: Mason Attack
15354,FeNqpLxI,Caro-Kann Defense: Exchange Variation
15355,PzkfduMK,Queen's Pawn Game: Zukertort Variation
15356,rwM4Zna2,Torre Attack #2
15357,03oeRSt4,Queen's Pawn Game: Zukertort Variation
15358,85vCBUEm,King's Gambit Accepted |  Fischer Defense
15359,CEqCXKo5,Mieses Opening
15360,IanBEqxF,Giuoco Piano
15361,ghixmFbh,Blackmar-Diemer Gambit: Gedult Gambit
15362,C4KNqOlz,Elephant Gambit
15363,460bfeoq,Sicilian Defense
15364,ghuzGpYo,French Defense: Knight Variation
15365,zyBR4G1i,Queen's Gambit Accepted: Old Variation
15366,vXzBDIeF,French Defense: Knight Variation
15367,vjG7ATlo,Russian Game: Three Knights Game
15368,oCvN8zWL,Bishop's Opening
15369,wvpNZ8tu,Sicilian Defense: Old Sicilian
15370,fLl6MPKT,Four Knights Game: Italian Variation
15371,g0Ntsj8u,Pirc Defense: Austrian Attack #2
15372,vlsOPiPK,Sicilian Defense: Najdorf Variation
15373,c3BlK1pu,Sicilian Defense: O'Kelly Variation |  Normal System |  Taimanov Line
15374,GfvBHbtH,Ruy Lopez: Berlin Defense |  Beverwijk Variation
15375,lg4zfS6h,Sicilian Defense: Alapin Variation
15376,tZHwPCdE,Sicilian Defense: Modern Variations
15377,3TG3CiCk,Ruy Lopez: Morphy Defense |  Anderssen Variation
15378,irGiRqL9,Sicilian Defense: Lasker-Pelikan Variation |  Sveshnikov Variation |  Chelyabinsk Variation
15379,l7QDur4k,Alekhine Defense: Scandinavian Variation |  Geschev Gambit
15380,FJZ23eFz,Hungarian Opening: Indian Defense
15381,G80es0ce,Hungarian Opening: Symmetrical Variation
15382,nFHD0KZX,Hungarian Opening
15383,kIafvCfw,Van't Kruijs Opening
15384,rdcnz22q,Hungarian Opening: Catalan Formation
15385,7eW6j0Sw,Modern Defense
15386,INETQlCb,Hungarian Opening
15387,DDRpPHMy,Zukertort Opening: Kingside Fianchetto
15388,1EtunG7M,Hungarian Opening
15389,hJL7kYsX,Modern Defense
15390,VxiQ6wrU,Modern Defense
15391,wx7M6nr5,Hungarian Opening: Symmetrical Variation
15392,yRIvgIZX,Modern Defense
15393,Zzhixkcs,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
15394,P1GszRib,Hungarian Opening
15395,D7lzeY9R,Queen's Gambit
15396,cYDROugJ,Caro-Kann Defense: Hillbilly Attack
15397,hzrCX13H,Caro-Kann Defense: Hillbilly Attack
15398,58oI0BY9,Queen's Gambit
15399,1OXB2VkT,Queen's Pawn Game: Chigorin Variation
15400,1JDMLDym,Caro-Kann Defense: Advance Variation |  Van der Wiel Attack
15401,IbBY2Y9Z,Horwitz Defense
15402,hd8JcVCP,Horwitz Defense
15403,LGFgGynu,Caro-Kann Defense: Advance Variation |  Bayonet Attack
15404,mwjg19tR,Slav Defense: Three Knights Variation
15405,TdUyvW0k,Caro-Kann Defense
15406,fDW8Ogbj,Semi-Slav Defense: Accelerated Move Order
15407,7VHhNWBw,Caro-Kann Defense: Exchange Variation
15408,kmzmctbt,Caro-Kann Defense: Exchange Variation
15409,LuFQVm1z,Queen's Gambit Declined: Modern Variation
15410,lWjBzzEo,French Defense: Winawer Variation |  Delayed Exchange Variation
15411,RMjCSsvi,Caro-Kann Defense
15412,saOGoE6b,King's Indian Defense: Normal Variation |  King's Knight Variation
15413,KXsJ7tv7,Caro-Kann Defense
15414,WYTDnso9,Nimzo-Indian Defense: Ragozin Variation
15415,8lKarkkE,Hungarian Opening: Reversed Modern Defense
15416,Z2H1sPV9,Queen's Gambit Accepted
15417,neyNVLgD,Caro-Kann Defense: Advance Variation |  Short Variation
15418,LRVkrNCd,Queen's Gambit Refused: Albin Countergambit
15419,BGwJ9Mfs,Queen's Gambit Accepted
15420,bp4vXq9C,Caro-Kann Defense: Advance Variation |  Short Variation
15421,uje32pf5,Slav Defense: Three Knights Variation
15422,yuxeH5GX,Caro-Kann Defense: Advance Variation
15423,5Xaei3C7,Scandinavian Defense: Mieses-Kotroc Variation
15424,Fc7Q9vC6,Four Knights Game: Spanish Variation
15425,uL3SlMnp,Blackmar-Diemer Gambit: Ryder Gambit
15426,q2ziIZyK,Italian Game
15427,zqZPOexP,Ruy Lopez: Exchange Variation
15428,myMzCnMq,Queen's Pawn Game #3
15429,mR2sjm5C,St. George Defense
15430,aVuvY5fH,King's Pawn Game: Damiano Defense
15431,KvtSpKJm,Queen's Pawn Game: Stonewall Attack
15432,zSlX5RdI,French Defense: Knight Variation
15433,UMU3AdIg,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense
15434,anclgD6L,Scotch Game: Classical Variation
15435,wazGjVog,English Opening: King's English Variation
15436,iotkfqxO,King's Pawn Game: Leonardis Variation
15437,6qAcWuDW,Sicilian Defense: Old Sicilian
15438,FbHcuq5L,Four Knights Game: Spanish Variation
15439,tpAPwIMR,Ruy Lopez: Cozio Defense
15440,BfslVgla,English Opening: King's English Variation
15441,nUPLvZ62,Philidor Defense: Philidor Countergambit |  Zukertort Variation
15442,tNiFYwtw,Pirc Defense #4
15443,LBQLWRxk,Rat Defense: Antal Defense
15444,BsONneUC,Sicilian Defense: Old Sicilian
15445,8JhV6fc7,Sicilian Defense: McDonnell Attack
15446,ogsh8hnL,Sicilian Defense: Bowdler Attack
15447,VAu2zEz1,Queen's Gambit Declined
15448,jE4JnJ7g,French Defense: Advance Variation #4
15449,nmhiTbyy,Italian Game: Anti-Fried Liver Defense
15450,QFFjQekt,Queen's Pawn Game: Zukertort Variation
15451,sm38zLJI,Ruy Lopez: Steinitz Defense
15452,j5DZ1XlO,French Defense: Normal Variation
15453,YvibR3mW,Queen's Gambit Refused: Austrian Defense
15454,YuEzIiPO,Queen's Pawn Game: Mason Attack
15455,tol4VyjZ,Semi-Slav Defense
15456,sattWoMn,Polish Opening
15457,DLlpiwHs,Sicilian Defense: Lasker-Pelikan Variation |  Retreat Variation
15458,UViWF0rr,Queen's Gambit Accepted: Rosenthal Variation
15459,zG9qJK1H,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
15460,8MNSeOwN,Queen's Gambit Refused: Marshall Defense
15461,8VqbwVT1,Modern Defense
15462,tiTY4e9t,Sicilian Defense: Accelerated Dragon |  Exchange Variation
15463,hV9fZ1lV,Queen's Gambit Refused: Albin Countergambit |  Normal Line
15464,01C2scaa,Queen's Indian Defense
15465,kKoGFlwD,Kadas Opening
15466,iTyqXQZT,Queen's Gambit Accepted: Normal Variation
15467,sTnGfxKL,Nimzo-Indian Defense: Saemisch Variation |  Accelerated
15468,BoaQwwkj,Sicilian Defense: Smith-Morra Gambit #2
15469,CoAWRNS4,Queen's Indian Defense
15470,fFzAsv56,Queen's Indian Defense
15471,tPWr9fKl,Slav Defense: Bonet Gambit
15472,K8ufptVD,Queen's Gambit Refused: Marshall Defense
15473,qdrg4Ayw,Sicilian Defense: Old Sicilian
15474,4fKN5pjS,Queen's Gambit Accepted: Classical Defense |  Steinitz Variation |  Exchange Variation
15475,MzijfIEh,Sicilian Defense: Open #3
15476,kA8YRHSS,Queen's Indian Defense
15477,nkwsXj62,Queen's Indian Defense: Kasparov Variation
15478,zdy2Ki2X,King's Pawn Game: Maroczy Defense
15479,V7yCAqTM,Queen's Gambit Accepted: Normal Variation
15480,tJQ8pRIU,Sicilian Defense
15481,dvVcqbIR,Sicilian Defense: Bowdler Attack
15482,RIbXWfIW,King's Indian Defense: Normal Variation
15483,bI4negbb,Sicilian Defense: Modern Variations |  Main Line
15484,R5YGfBVd,Englund Gambit
15485,8EyJ6CtB,Sicilian Defense: Scheveningen Variation
15486,tcXGyXyV,Trompowsky Attack
15487,fc2bW3IY,Italian Game: Two Knights Defense |  Polerio Defense |  Bogoljubov Variation
15488,u9cRcHkn,Sicilian Defense: Old Sicilian
15489,YDJvcybq,Sicilian Defense: Bowdler Attack
15490,GOzG9NmV,Budapest Defense
15491,ouWAYxxX,Sicilian Defense: Bowdler Attack
15492,8SoIIiyq,Italian Game: Anti-Fried Liver Defense
15493,tTEmNTh0,Dutch Defense: Fianchetto Attack
15494,QJn0ZsWE,Sicilian Defense: Modern Variations |  Main Line
15495,fGpkSBHo,Sicilian Defense: Staunton-Cochrane Variation
15496,CgzbKTJx,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2
15497,bOQfpyOQ,Queen's Pawn Game: Colle System
15498,ILmB542I,Sicilian Defense: Staunton-Cochrane Variation
15499,vSbb2kCI,Queen's Gambit Accepted: Rosenthal Variation
15500,H9J75q9D,Queen's Gambit Accepted: Old Variation
15501,0W8BmATc,King's Indian Defense: Normal Variation |  Rare Defenses
15502,HY0VcZ2c,French Defense: Knight Variation
15503,GSAIx2up,Grob Opening
15504,jFSRHJBz,Ruy Lopez: Morphy Defense
15505,p00akS3J,English Opening: King's English Variation |  Reversed Sicilian
15506,j0tRiaLx,Italian Game: Two Knights Defense
15507,VXSrXZ6s,Caro-Kann Defense: Maroczy Variation
15508,wOmUHJXA,Italian Game: Classical Variation |  Giuoco Pianissimo
15509,KMcbvYxa,Zukertort Opening: Tennison Gambit
15510,udI2AigU,Sicilian Defense: Drazic Variation
15511,hrsjdYQG,French Defense: Advance Variation |  Wade Variation
15512,Iid9f5T6,Sicilian Defense: Bowdler Attack
15513,K8bjT4Am,Italian Game
15514,SXb2k0WH,Sicilian Defense: Bowdler Attack
15515,8pWq9xdR,Sicilian Defense: Bowdler Attack
15516,YaFbZQIP,Nimzo-Larsen Attack: Modern Variation #4
15517,0Z2wKkt2,Sicilian Defense: Dragon |  6.Be3
15518,LeA5Ba5Z,Italian Game: Two Knights Defense |  Fried Liver Attack
15519,l07f3ybC,Sicilian Defense: Prins Variation
15520,3mKO67Mf,Philidor Defense #4
15521,zjKZcsIc,Van't Kruijs Opening
15522,IrnogJWH,Sicilian Defense: Venice Attack
15523,xnV49Gkz,Ruy Lopez: Morphy Defense |  Modern Steinitz Defense #2
15524,Q6dSp9pm,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line
15525,jMAbXZhx,Center Game #2
15526,W8UysTOs,Queen's Pawn Game #2
15527,OPRUAUSw,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line
15528,6C8AyJog,Queen's Pawn Game: Torre Attack
15529,hQIR145L,Sicilian Defense: Modern Variations |  Main Line
15530,soD6Kjy3,Philidor Defense #3
15531,tvpBppjq,Giuoco Piano
15532,ASfwSqxx,Ponziani Opening: Jaenisch Counterattack
15533,dHMiO0Y4,Italian Game: Classical Variation |  Albin Gambit
15534,DavAGlgK,Four Knights Game: Spanish Variation
15535,exQjDY1E,Slav Defense: Three Knights Variation
15536,uCK6d50U,English Opening: King's English Variation |  Nimzowitsch Variation
15537,tKFrkbtc,Sicilian Defense
15538,CHHmWHSw,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Main Line
15539,5OnTQt6u,Sicilian Defense: Bowdler Attack
15540,sXunv1V3,French Defense: Exchange Variation |  Monte Carlo Variation
15541,YKilJzaa,Modern Defense: Standard Line
15542,31NqMxQU,Caro-Kann Defense: Advance Variation
15543,yUuGxgsm,Philidor Defense #3
15544,IXx8JBLG,Danish Gambit Accepted |  Classical Defense
15545,qWWbgLcO,Caro-Kann Defense: Exchange Variation
15546,mGSxjWDp,Scandinavian Defense: Mieses-Kotroc Variation
15547,AZgi3kef,Bishop's Opening: Berlin Defense
15548,wk2dylRC,Queen's Gambit Accepted: Old Variation
15549,njV3QQFV,Ponziani Opening: Jaenisch Counterattack
15550,OlvbbxXn,Scandinavian Defense: Mieses-Kotroc Variation
15551,QmCyfnNZ,Zukertort Opening: Sicilian Invitation
15552,We7UXitd,Ruy Lopez: Nuernberg Variation
15553,PcpDbV7r,Center Game
15554,lrmG0vHu,Queen's Pawn Game: Chigorin Variation
15555,vEb3QuVc,English Opening: King's English Variation
15556,WTd9a4Fy,Mieses Opening
15557,hgiq9qGb,Mieses Opening: Reversed Rat
15558,MARwKaBa,Danish Gambit
15559,CqZ0wjbg,King's Pawn Game: Wayward Queen Attack
15560,iJh0yeE8,Three Knights Opening: Steinitz Defense
15561,IQRYet1g,Dutch Defense: Queen's Knight Variation
15562,a8ef7gF7,Horwitz Defense
15563,iFSYMuKX,Sicilian Defense
15564,IFbU2dcV,King's Indian Defense: Orthodox Variation |  Positional Defense |  Closed Line
15565,WD2Hox1k,Caro-Kann Defense: Advance Variation
15566,Xv3Vkr7W,Sicilian Defense: Closed Variation |  Traditional
15567,66kCk4xi,Sicilian Defense: Magnus Smith Trap
15568,bhrILqur,Queen's Gambit Refused: Marshall Defense
15569,0B0hS70K,Sicilian Defense: Modern Variations |  Main Line
15570,aZEeEdpV,Queen's Gambit Accepted: Old Variation
15571,KsVpxIxY,Elephant Gambit
15572,CwrXlu5A,King's Pawn Game: Nimzowitsch Defense
15573,MP20dYb3,Center Game: Hall Variation
15574,yWmXh0F3,Ruy Lopez: Morphy Defense |  Caro Variation
15575,HhMYxLAh,Sicilian Defense: McDonnell Attack
15576,EKqqb2Yk,King's Gambit Accepted: Modern Defense #2
15577,S7W6IUYQ,Tarrasch Defense
15578,7oJ4bpBm,Queen's Gambit Declined: Queen's Knight Variation
15579,v8Bnfx5J,Anderssen Opening
15580,X7wsul05,Queen's Gambit Declined: Three Knights Variation
15581,cy0dcIE2,King's Indian Defense: Normal Variation |  Rare Defenses
15582,92pBdDer,Nimzo-Indian Defense: Ragozin Variation
15583,SrGMaXC7,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
15584,oNDS70sU,Queen's Pawn Game: Mason Attack
15585,FysmOiY4,Sicilian Defense: Old Sicilian
15586,dOfz4RTe,Queen's Gambit Declined: Tarrasch Defense: 4.cxd5 exd5
15587,zfOR4XRj,Queen's Gambit Refused: Chigorin Defense #3
15588,RiJP1uDN,Queen's Gambit Accepted: Old Variation
15589,tnmzMOHT,Sicilian Defense
15590,MhWuRsPW,Queen's Gambit Accepted
15591,8e0ItTZe,Sicilian Defense: Dragon |  6.Be3
15592,dYK1190t,Sicilian Defense: Bowdler Attack
15593,YvyIsGv5,King's Indian Attack
15594,qH410IZt,Sicilian Defense: Smith-Morra Gambit #2
15595,Ayxk6tuc,Gruenfeld Defense: Three Knights Variation |  Burille Variation
15596,VAL4DPZ7,Sicilian Defense: Canal-Sokolsky Attack
15597,B6sYar2S,Slav Indian
15598,rWOu6AiH,Sicilian Defense: Dragon |  6.Be3
15599,yiMtN1QL,Nimzo-Indian Defense: Ragozin Variation
15600,nnoBiWIg,Sicilian Defense: Bowdler Attack
15601,g57O0JyH,Sicilian Defense: Chekhover Variation
15602,iY9cJQCk,Zukertort Opening: Sicilian Invitation
15603,hnu6sm4u,King's Indian Attack
15604,IlVn1mRo,King's Indian Attack: Symmetrical Defense
15605,NJJv7muA,Sicilian Defense
15606,wKlmBYWN,Sicilian Defense
15607,dZ0HCVab,French Defense: Winawer Variation |  Delayed Exchange Variation
15608,IdjjHeiV,Ruy Lopez: Steinitz Defense
15609,IFR6IL80,Scandinavian Defense
15610,P5xPEj1Q,Caro-Kann Defense
15611,I9N2aoyu,Philidor Defense
15612,0mPyN9xO,Scandinavian Defense
15613,OG7dtFog,Queen's Pawn Game: Zukertort Variation
15614,eQCfOH7H,Philidor Defense #4
15615,3npN34ml,Queen's Gambit Refused: Chigorin Defense |  Exchange Variation
15616,0ozyYLJB,Philidor Defense #3
15617,eHN30gHt,English Opening: King's English Variation
15618,s5f0ADSn,Philidor Defense #3
15619,QFnxgoT5,King's Knight Opening: Normal Variation
15620,unLXzwio,Ruy Lopez: Steinitz Defense
15621,cFvryiCA,King's Pawn Game: Wayward Queen Attack
15622,J0CzTH6D,French Defense: Two Knights Variation
15623,xZzID2kD,Philidor Defense #2
15624,mhaFP2nW,Philidor Defense #3
15625,3RcNuMvw,Philidor Defense #3
15626,9B2Xi4uI,French Defense: Knight Variation
15627,MxpS5jnV,Italian Game: Classical Variation #2
15628,RJrYZphp,French Defense #2
15629,eYCV0e3E,Philidor Defense #3
15630,p8csnMig,King's Gambit
15631,dGpeHf5Y,Queen's Pawn Game #2
15632,tH0OEYoy,Bishop's Opening
15633,AmVga76G,Sicilian Defense: Bowdler Attack
15634,MFWP05NU,Philidor Defense
15635,OL04TGHI,Philidor Defense #2
15636,OVmhjbzX,Queen's Pawn Game: Symmetrical Variation
15637,VGEdDLTp,Queen's Gambit Declined
15638,VwpAstwn,Philidor Defense #2
15639,EKN097jP,Queen's Pawn Game: Anti-Torre
15640,FVHChe2F,Sicilian Defense: Chekhover Variation
15641,81BCYLdX,Modern Defense
15642,JmAX9rAE,Philidor Defense #3
15643,wsUN33HY,Queen's Pawn Game: Anti-Torre
15644,Myz9uU1q,Philidor Defense #4
15645,BE570jpv,Vienna Game
15646,5Ha9R8rX,Philidor Defense #3
15647,wB3PUFEy,Modern Defense
15648,anmPksOQ,Scandinavian Defense
15649,vv540AJ0,Queen's Gambit Declined
15650,rLFgzIKL,Queen's Gambit Declined: Three Knights Variation
15651,oKD0mzPe,Bishop's Opening
15652,O1aeKYVU,French Defense: Knight Variation
15653,PLYrSuWR,Italian Game: Two Knights Defense
15654,M1cgACGl,King's Pawn Game: Busch-Gass Gambit
15655,L2EdSOzt,King's Pawn Game: Nimzowitsch Defense
15656,gTCNbh3o,Owen Defense
15657,u8spfpAh,Owen Defense
15658,nLm6oKZO,Scandinavian Defense
15659,CXPDNH40,King's Pawn Game: Leonardis Variation
15660,XehgoTOZ,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation
15661,2GvaOkk5,King's Pawn Game: Nimzowitsch Defense
15662,Dpp2kpwu,Owen Defense
15663,SjyGWTnq,French Defense: Normal Variation
15664,BXOSAfaa,Nimzo-Indian Defense #2
15665,TqdAknba,Sicilian Defense: Loewenthal Variation
